lncRNA,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
ZFAS1,0.031766452,0.04482245,-0.090417914,0.13777955,0.1027911,0.042502042,0.10044361,0.15679203,0.07550254,-0.016026864,0.006183336,0.01427096,-0.2966363,0.29049784,0.047487877,0.036899384,-0.13743082,-0.097328834,-0.14090882,0.070215605,0.15337567,0.03246278,0.083036624,0.045530036,-0.007557324,0.075388394,-0.024746777,-0.071327284,0.080248475,-0.08484131,-0.07047417,0.09285338,-0.058232777,0.007981013,0.057064213,0.10751782,0.031590596,-0.0032450329,0.18859366,-0.10554007,-0.07945313,-0.18256924,-0.052668206,-0.029483965,0.01953207,-0.053013384,-0.013447276,0.04657653,0.13922095,-0.13204245,-0.050223187,0.123126626,-0.27630833,-0.00057207246,-0.016994266,0.017361853,0.13799351,0.08348139,8.9573674e-05,0.28123447,0.11763586,0.08357958,-0.0037593471,-0.049625117,0.09114344,-0.064427085,0.09467564,-0.0053380425,-0.11034724,0.165521,0.0059184963,0.13121715,-0.049653783,-0.016108045,-0.2174851,0.045437485,-0.10967534,0.015195974,-0.039405793,0.10820405,-0.03291505,-0.169484,-0.06992706,0.047501765,0.0012486276,-0.0382466,-0.0840266,0.021680102,-0.13570125,-0.039834235,0.0182538,0.15407956,-0.07438507,0.09729154,0.04086309,-0.09968942,-0.00377132,-0.016231803,0.04373083,-0.18477997,0.007961279,-0.100736335,-0.0418366,0.03838006,-0.081928,-0.012502274,0.020233234,-0.12819621,0.0069452166,-0.17974809,-0.3419605,0.023903111,0.101658456,0.06941173,0.22358346,-0.04150533,-0.01503092,0.048208393,-0.12794833,-0.100445986,-0.072384715,-0.16148406,0.13566686,0.06561614,0.109333105,0.19928557,0.033618834,-0.19918194
DLEU2,-0.18207352,0.17424306,0.046595756,0.061945803,0.0030969242,-0.06164459,0.11268087,0.05058653,-0.1183012,0.015782379,-0.17524181,0.0026770001,-0.20720889,-0.08848913,-0.09083808,0.13314232,-0.03373123,-0.037871223,-0.08994804,0.040126607,-0.10525376,-0.07607802,-0.1897366,-0.11749422,-0.109407134,0.06274482,0.15184143,0.0040609306,0.028615562,-0.015227993,0.08076967,-0.16708027,-0.17732395,-0.09785781,0.06373862,-0.12923005,-0.23681925,-0.06658046,-0.03448378,-0.14078563,-0.12275581,-0.17076722,0.047680635,0.0977769,-0.28777325,-0.014569982,-0.117517106,-0.216387,-0.01939263,-0.010455663,-0.008088379,-0.08285521,0.11166827,-0.09638823,-0.20823207,0.012853293,-0.12878378,-0.09985862,0.05023743,-0.02846157,0.17550407,-0.05971757,0.046073534,0.105744995,-0.04851042,-0.16012974,-0.03385523,-0.058101725,-0.05666804,0.0041271513,-0.022652201,0.13510585,-0.016409902,-0.1892818,-0.16138598,0.11419306,0.00029970543,0.026204843,0.043635502,-0.040146142,-0.044190895,-0.03381337,-0.049800467,-0.08406852,0.003049219,-0.015188083,-0.086270936,-0.07111285,0.028953575,0.1398202,0.037569217,0.023764491,-0.04626039,0.18904474,-0.02332875,0.25304404,0.0323002,0.07681462,0.1812356,0.28998613,-0.11682813,0.22291748,-0.2429878,-0.118927024,0.071838506,-0.13644476,0.07581649,0.11087225,0.15851952,0.27814972,-0.1224216,0.07127801,-0.07886849,0.00019771769,-0.007678759,0.048648074,0.12673815,0.075602,0.018758265,-0.2817894,0.0029288367,0.108261526,0.28269792,0.014431308,0.117176026,-0.048275717,-0.021087548,0.04878103
FLVCR1-DT,0.073087394,0.17784427,0.01789405,-0.084784076,-0.16909498,0.15248583,-0.016901,0.030704092,-0.006614263,-0.11819028,0.1415514,-0.0544724,-0.25904018,-0.121400304,-0.103056125,0.12118959,-0.10497551,-0.03764782,-0.27414948,-0.05264508,0.05557355,-0.076047756,-0.0044910167,-0.047899734,-0.014910132,-0.037794538,-0.013687188,-0.058089793,-0.15382306,0.20634736,-0.11452115,-0.04089347,0.30125996,-0.032697793,0.12056176,-0.071745306,0.14955226,-0.0012971786,0.215065,0.07057855,0.023973363,0.032742072,-0.026892217,-0.1267674,-0.13557282,-0.039563738,-0.060025696,-0.09241982,-0.19925995,-0.11917052,0.13255753,0.3835732,0.016743215,0.065293685,0.04620278,-0.12597734,0.051963124,0.09160427,0.1481645,-0.014442942,-0.009782088,-0.030856146,0.124126814,-0.06445113,0.045967884,0.05541537,-0.146796,0.008071866,0.10537487,0.10412903,-0.12034466,-0.036075152,0.09110114,0.11401151,0.1019015,-0.056997746,0.029066494,0.060860895,0.09912888,-0.034594916,0.13844165,0.09014214,0.1321759,-0.0105734365,-0.08830221,0.10943543,-0.016583934,-0.19012953,-0.05990306,-0.4772034,-0.031850796,0.134595,-0.06450156,0.03554037,0.0023018792,-0.17278235,0.093269885,0.19146846,0.06313579,-0.11622823,0.047001943,-0.18455827,0.02418342,0.05214499,0.07034672,0.18032396,0.02702848,0.053615555,-0.033887316,0.21441329,-0.212593,0.0615055,0.078900166,0.046324,-0.16865507,0.0511163,0.2376224,0.0888242,0.02070782,-0.6628634,0.27143714,-0.12636189,0.15972574,0.014237309,-0.19071254,0.15902738,0.05926969,-0.045570567
LINC00963,0.002780278,0.13901632,-0.13039893,0.14360666,0.09523444,-0.0164409,0.005309585,0.13374881,-0.0032346654,0.15489888,-0.036672816,0.107357755,-0.11180183,-0.0067574363,-0.13872784,0.0697251,-0.18383789,0.118415594,-0.018395524,0.019594356,0.09765927,-0.17710544,-0.08510684,-0.054189228,-0.02976988,0.095693514,-0.14911824,-0.09710455,-0.06996407,-0.026954228,0.15276517,0.09112131,0.07781204,-0.065582335,0.17815104,0.06566851,0.124460585,-0.040502165,0.36425382,-0.103370205,0.019350382,0.019807613,0.16043903,-0.066082925,0.019157397,-0.003296966,0.03875333,-0.002834867,-0.003913121,0.05912634,0.002377602,0.11474268,0.058137327,0.0058982135,-0.04841988,-0.14698066,0.094610214,-0.099275745,0.35765606,-0.058499876,0.05769699,0.027588973,0.039229207,0.039159313,-0.07867824,-0.016755737,-0.11478225,-0.0487682,-0.09303572,0.05489488,-0.11954911,0.2019873,0.11589905,-0.05800561,0.04207028,0.11635918,0.040778603,-0.024480913,0.013609989,0.12213431,-0.05621182,-0.029862253,-0.06796256,-0.15781909,0.13000864,-0.16738784,-0.13182938,-0.05227537,-0.15052904,-0.047965873,0.0024399527,0.06486456,0.07728615,0.06374227,0.1701982,-0.027510202,0.06534089,-0.06830338,0.11252377,0.12497945,-0.011454869,0.1184009,-0.21958409,-0.09552175,0.11753056,0.016673386,0.27223977,-0.0065565435,-0.0413076,-0.07622498,-0.17105961,0.043662123,0.07531185,0.00530996,0.1981471,0.018530946,-0.037276134,-0.08144816,-0.17217475,0.002112912,0.15594447,0.12027983,-0.06365359,-0.14248413,-0.10258662,0.0011630998,-0.15758142,0.43483308
LINC01139,-0.13911712,-0.1430981,0.039281636,0.035986215,0.021457558,-0.02193833,0.22127143,0.021303179,-0.03128514,-0.15941393,0.0062867966,-0.0609971,-0.15313317,-0.08064368,-0.15640076,0.05635806,-0.02156058,-0.25011757,-0.020263964,0.1535763,0.03993997,-0.094807096,-0.085783444,0.08352791,0.08400638,-0.048589855,0.072702125,-0.12900192,-0.29631335,0.1125539,0.002927926,0.10123269,0.0636973,-0.051989667,0.019416679,-0.12801504,0.11201205,0.12877777,-0.08118732,-0.10577897,0.16695815,-0.19422619,-0.16950984,-0.16941981,0.08246508,0.087732986,-0.04908701,-0.022181127,-0.22487102,-0.18182477,0.30985335,0.11810053,-0.01388271,-9.043084e-05,-0.17740425,0.12489061,0.10354727,0.013489203,0.15424462,-0.04662958,0.08187711,-0.01060169,0.00959457,-0.0034680096,-0.04866677,-0.16878141,-0.036383957,-0.05664936,0.16439953,0.16529931,0.11527726,-0.11149269,0.11032909,-0.123749316,-0.023396276,0.09838179,-0.00220471,-0.029138824,0.0045302445,-0.009246855,-0.12246198,0.1455943,0.011627799,-0.05361365,0.021663602,-0.08094467,-0.043765556,-0.13125207,0.039311677,-0.0054433714,-0.105030365,0.09699353,0.10467884,-0.00096912845,-0.20113026,-0.07219623,-0.0424015,-0.016048936,0.2743339,0.054857418,-0.06411866,-0.10930958,-0.03144544,-0.02640038,-0.00058408827,0.153886,-0.07353852,-0.12231084,0.0059971563,-0.18039411,-0.013262732,-0.080377445,-0.03851745,0.014533833,-0.060068373,-0.07985617,-0.13993523,-0.08188708,-0.11356054,-0.12018415,-0.043098208,0.045955688,0.043298833,-0.08433513,-0.082124084,0.00416786,-0.09529985,0.087403916
FOXD2-AS1,-0.04434414,-0.036844935,0.15034457,-0.01998289,-0.038145933,0.034638282,0.035072092,-0.089151934,0.100453556,0.09919732,-0.17736092,0.17732742,-0.035039566,-0.011096459,0.12512857,0.029839076,-0.067942746,-0.14030239,-0.14122581,0.11473345,0.01858453,0.15791167,0.0705571,0.12533027,-0.010043951,0.102332726,-0.16185471,0.018643098,-0.09810953,0.0328255,-0.023552822,0.06326856,-0.0067590065,0.021397397,0.073870674,-0.19674706,-0.038860995,-0.05106119,0.03715258,-0.08376119,-0.045569517,-0.11672855,-0.03844073,-0.057039607,-0.12639432,-0.18463929,-0.038930006,0.15271011,-0.15087196,0.09073808,0.023381151,0.04310807,0.08449293,-0.11964716,0.051127937,-0.0025556923,-0.018741474,-0.097611725,0.025933374,-0.23270984,-0.10129337,0.03431869,0.012203872,-0.16209662,-0.055869054,0.10224555,-0.037964188,-0.019029666,0.09420851,-0.1164698,-0.0055781556,0.080775745,-0.06968772,-0.12847494,-0.08936922,0.13648103,0.035074074,-0.12607458,-0.14786156,-0.017827358,0.12723424,0.19189635,-0.037707794,0.03491261,-0.06709951,-0.07113245,-0.027261047,-0.1203285,0.07599196,-0.03588994,-0.014897984,0.039436392,-0.04609901,0.07026608,0.1414704,0.0069280667,0.022843745,0.10198722,0.039451096,0.09194835,0.18920426,-0.046029776,0.0529161,-0.0148231685,-0.08614242,-0.14096926,0.14611806,-0.01715741,0.028740115,-0.1709162,0.09188416,-0.02477795,-0.27081382,-0.14465973,0.18590625,-0.20223255,0.06832154,-0.04725318,0.016058909,-0.07118683,0.07962063,0.27728015,-0.04800639,0.050042473,0.16422896,-0.019835414,-0.05329251,-0.004838727
MIR210HG,0.019513015,-0.015033462,0.08404772,-0.24539608,0.016850734,-0.12875445,-0.047906023,-0.030909408,-0.046385743,-0.23020105,-0.043782987,-0.043396756,-0.16361083,0.043024454,-0.2597286,-0.018561052,-0.011880742,-0.054180615,-0.026539631,-0.1494708,-0.10985473,-0.11072387,-0.15581028,0.032058842,-0.04142111,0.081414506,0.16582093,0.10540166,-0.38086343,-0.22165793,-0.050222076,0.019777909,0.030109122,-0.067788474,0.05348993,-0.08650564,0.0650189,0.071290314,0.037563313,0.1363117,-0.18995531,0.08601973,0.16776806,-0.04678858,-0.08910262,-0.02585081,0.095939055,0.023893297,-0.043198787,0.05777286,-0.072011635,0.25783756,-0.06448733,0.18235156,-0.011172953,-0.08777806,-0.099378265,0.06599884,0.01564978,-0.059966058,-0.031757526,-0.06697179,0.026316268,0.007115801,-0.061573654,-0.2138998,-0.16409366,0.06232724,-0.20796104,-0.17671555,-0.0032916837,-0.058756534,0.063163675,0.08376887,-0.0058355522,-0.13470507,-0.098380975,-0.052827384,0.13924435,-0.05536231,-0.17629266,0.14816327,0.13323587,0.14091258,-0.0816143,-0.11112087,0.14087267,0.00401923,-0.102861136,0.10599001,0.12537862,-0.07176915,0.03316618,0.013271291,0.10806862,-0.021304939,0.07966583,0.012225031,0.070743844,-0.17411663,-0.08350327,-0.046588097,0.011024172,-0.22239953,-0.080417395,0.03784814,0.0766701,-0.15458821,-0.046573646,0.013306894,-0.18861817,0.004204731,0.02314484,0.29550612,0.011418215,0.105198614,0.0061581205,-0.027093861,0.06289271,-0.048620194,-0.08844545,-0.1943277,0.09828797,-0.047775548,0.101952225,0.030643433,0.002521033,0.12541719
LINC01518,-0.030639095,0.3030542,0.06657811,-0.042796273,0.05844882,0.079694346,-0.2731085,0.09208128,0.20112848,0.09687233,-0.036717847,-0.011608105,0.026883956,-0.1237774,0.012299168,0.02639102,-0.16905563,0.04316752,-0.15390044,0.041345704,-0.18643616,-0.07142051,-0.026763186,0.17246768,-0.005133835,-0.15346186,0.042620763,0.17146917,0.17498563,0.00020336619,0.20736447,-0.14391667,-0.15859331,0.0010578651,0.025344778,-0.038338527,-0.09911929,0.03444371,0.094774574,0.123486646,0.14835286,0.124494255,-0.060637612,-0.07545377,0.06883684,0.08626439,0.09764693,-0.36679873,-0.04069547,-0.055842236,0.06121018,-0.03510265,0.12536196,-0.07047823,-0.022548953,-0.046365514,0.058825593,0.016241858,0.0691508,0.22004229,-0.07043082,0.14570051,0.19765586,-0.052697856,-0.02285014,-0.1817081,-0.10988643,-0.070269294,0.09407699,-0.0844451,-0.06466074,0.0023418637,0.025428105,-0.12253849,0.02017826,-0.040762525,-0.01308017,-0.28022066,0.1719025,0.01381843,0.00946069,-0.095195875,-0.5455939,-0.15152188,-0.17556384,-0.2557878,-0.05140056,0.24278535,0.057192586,-0.12697403,-0.0777686,-0.1844427,0.17682059,0.12323137,-0.041648816,-0.05942482,0.14508174,-0.13347255,-0.043719664,0.054741386,-0.117227815,-0.05178212,0.10926146,-0.09624253,-0.060734957,-0.1085207,-0.13375518,-0.00869845,0.24624278,-0.040147096,0.17219624,0.11289201,0.0022270759,0.09317933,0.025688943,-0.03067297,-0.052342962,-0.16473353,-0.27607498,-0.019117475,-0.027273513,0.05141364,-0.042644575,0.10864629,0.08103061,0.054126345,0.19695465,0.19453809
SNHG8,-0.07732088,0.05420886,-0.066074595,-0.18647051,0.0374065,0.010453207,0.02915466,0.22242351,-0.17596003,0.06383273,-0.011829216,0.10750136,-0.030672515,-0.014653521,-0.062756985,0.10077121,0.1181468,-0.016743733,0.011902702,0.061592925,0.0579804,0.12677953,0.20568722,0.14760533,-0.023014981,0.009004659,0.150016,0.043067105,0.14049013,0.1380459,0.09653265,-0.058780726,-0.0017562833,0.284637,0.08191926,0.030316127,0.03255027,-0.20490219,-0.0640825,-0.1694493,0.031158498,0.0024238818,0.027638959,0.10103789,-0.057795286,-0.01755481,0.08046745,0.02759982,-0.13485105,0.12870206,0.10075194,0.1446468,-0.010128907,-0.017795695,-0.01526825,-0.18410964,0.06884319,-0.038107246,-0.087450385,-0.08767847,-0.028601531,0.11695545,0.058147915,0.14180298,0.16916804,-0.02025067,-0.12167102,0.08363207,0.0045865974,-0.14633937,-0.06301731,0.1414898,0.1488688,-0.06862852,-0.107879564,0.03645272,0.15492004,0.18322352,-0.0724091,0.14902069,0.10851879,-0.060392424,0.029738562,0.12104791,0.17081255,0.01465866,-0.046279937,0.009010105,0.045165006,0.12588294,0.035252273,-0.09203738,0.090411514,0.023241704,-0.024083043,0.013915844,-0.07010668,-0.06676274,0.043689445,-0.042534158,0.15411867,-0.04598957,-0.1685034,-0.049979698,-0.14140712,0.13394135,-0.025843276,0.0924336,0.030140456,0.04043443,-0.056115072,0.039384693,-0.10213035,-0.10004053,0.043962684,0.033281516,-0.0167871,-0.16543251,-0.051244006,-0.049778625,0.06105093,0.021753179,-0.035116136,0.0965798,0.027082294,-0.17034005,-0.19186763,-0.0051673744
MIR4435-2HG,0.10796978,-0.15547006,0.12372124,-0.048683785,-0.058488354,0.13782513,0.1205183,0.07281365,-0.021468993,0.12079084,0.116235554,0.086500406,-0.12702943,-0.2228267,-0.22815245,-0.113784425,-0.0958198,-0.03402312,0.29864877,0.0012816001,0.015155756,-0.07375879,0.031427704,0.13355552,0.068809666,-0.17465505,0.09087997,-0.007577746,0.1324308,0.02212912,0.025193723,0.11345885,0.2555764,0.00922601,0.13861962,-0.16940252,0.03815457,-0.10959987,-0.06302042,-0.055512086,0.030511523,0.05019811,-0.12632856,0.055299748,0.12768513,0.05977991,0.046484537,0.12437928,-0.00022892928,-0.091621175,-0.011905899,-0.058854844,-0.08122877,-0.0036790145,-0.047527988,-0.00048018756,0.06688149,0.020299999,0.06501806,-0.25520587,-0.1132332,0.009366849,0.03462481,0.09440413,-0.2021399,-0.032700084,0.10633692,0.1296521,0.08958026,0.04159562,-0.14291991,-0.037132338,-0.17406753,0.02113285,-0.15619682,0.0017190638,0.08410977,-0.13434647,0.054274898,0.031203026,-0.064833105,-0.004845614,0.0030817043,0.0784203,-0.018856581,-0.035153173,-0.080570504,-0.094339654,0.035102952,-0.014319905,-0.056300346,-0.16278043,0.23351997,0.055595048,-0.1978879,0.104531825,-0.12140269,0.15105341,-0.01770254,-0.23113306,0.09788953,-0.072951816,-0.12312093,0.063431695,0.07080364,0.13696739,-0.082683474,4.3548527e-05,0.01016584,0.04185701,-0.19312102,-0.2681023,-0.05917438,-0.06484497,-0.15773474,-0.003958122,0.097358964,0.0942745,-0.038595688,0.110794775,0.06889967,0.17124085,-0.061057925,0.050325442,-0.12598951,-0.1443886,0.026516436,-0.086503655
HOXA11-AS,-0.04636115,-0.1522414,0.08094281,-0.1591417,0.2230488,0.003749137,0.14089821,0.016937446,-0.10363339,-0.0066703865,0.070499085,-0.05215525,-0.08460567,-0.07401205,0.028578313,0.053439986,0.08593302,0.14439932,0.1373637,0.07859558,0.14339685,0.08382873,-0.08630795,0.17492022,-0.017597742,0.058185052,0.014913658,0.15848173,-0.04613069,0.079386674,0.07015046,-0.033295613,-0.11626663,0.0790726,-0.0393965,-0.08755336,-0.14657752,-0.03969621,-0.22362675,-0.17790237,-0.21191177,-0.13320567,0.06042331,-0.015134833,-0.040441297,0.04308342,0.09781384,-0.003011553,-0.075621426,0.032377232,0.043725755,-0.033891335,-0.23272708,-0.15584517,-0.08131892,0.1103625,-0.059680004,0.1908642,-0.31164446,0.042805396,0.040091496,0.025577962,-0.14377047,0.06394885,-0.070208155,-0.056156445,0.05294985,0.17990384,-0.04049564,-0.0014650578,-0.059908736,0.16272202,-0.025974879,0.1088722,0.027166946,-0.110165805,0.07933113,0.03854981,-0.09915203,-0.058164813,-0.0039168647,0.008007206,-0.013037498,-0.23160739,-0.0061547183,-0.09996596,-0.087896764,-0.06369673,0.07991388,0.05447554,-0.11813863,-0.0974996,0.14961421,-0.114860624,0.027356712,-0.21905614,0.13200511,0.03928514,-0.031114977,-0.039273772,0.02919045,0.17537068,-0.009332892,-0.14828616,0.066757664,-0.009836192,0.25042275,-0.020231985,-0.0075708465,-0.29646963,-0.05592666,-0.07075546,-0.019759728,0.18012822,0.020707028,-0.01607522,0.052861102,-0.08866397,-0.20556642,-0.04236891,-0.15198259,0.08517733,0.13402979,0.038373895,-0.17850195,0.14411762,0.112777695,0.21308254
LINC00839,0.13300854,0.089747295,0.052569117,-0.06082896,0.0008078115,-0.023671357,0.084058106,0.28956625,0.11422286,0.19165541,0.030274423,-0.051851135,0.09080057,0.015803555,0.16304095,-0.073971726,-0.12686966,-0.054702453,0.12033937,-0.013097147,-0.055295713,0.11228677,-0.092065156,-0.04782092,0.019023096,0.12565306,0.028387118,-0.0037568884,0.08767195,0.17350161,-0.20156091,0.042114887,-0.02342476,0.077809334,-0.21710254,-0.019389898,0.20737424,0.058381155,-0.010263165,-0.021898055,0.027313212,0.22261323,0.025135659,0.10613731,0.1371746,-0.1230331,0.19839232,-0.052437097,-0.055348612,0.018568046,0.09066718,0.19915275,-0.032131083,0.14780064,-0.012972693,-0.051853497,-0.08176002,0.07898486,0.12515032,-0.10795444,-0.1839008,-0.122857764,0.041509256,0.07196743,-0.039987467,-0.007567741,0.017426684,-0.024104323,-0.017608473,-0.053876303,-0.01390577,0.13497695,0.045964688,0.083717965,0.12499838,-0.0128206825,0.07659818,0.2514169,-0.06429257,0.111655585,-0.040246755,-0.16955535,0.41213542,-0.23234355,0.03563319,0.20299143,0.055440735,-0.017197507,0.052696757,-0.025302297,0.043320145,-0.13117051,-0.14165309,0.21295893,0.09685652,0.027830856,0.015914947,-0.17513579,0.007969135,0.00021243398,-0.28905797,-0.05636194,0.12466359,0.019058933,-0.05235385,-0.03291707,-0.13232633,0.14727105,-0.20517246,-0.087737374,-0.15174267,0.16620465,0.005284943,0.06856044,-0.019922353,-0.044463642,-0.43680668,0.13881229,-0.021834103,0.036396928,-0.20628741,0.041810747,-0.07286945,0.07719261,-0.008659923,-0.059460383,0.2429817,0.11075516
TONSL-AS1,-0.23695733,-0.15802969,0.1094786,0.00074569206,-0.14702146,-0.09365429,0.38741863,-0.12329346,-0.00019835593,-0.092638075,0.073333,-0.028243802,0.13793151,-0.07746481,-0.010619244,0.047895186,-0.02356828,0.08211451,-0.20344177,-0.015074681,-0.1292148,-0.16369526,-0.0098985145,-0.014565269,-0.16540127,-0.1039943,-0.1393332,0.21506198,0.02289868,0.021088205,0.14219195,-0.12165919,-0.076949015,-0.04157723,0.12461631,0.040782224,0.041321147,-0.07625106,0.10839032,-0.032418933,-0.03591334,0.006377522,-0.0007285812,-0.08164588,-0.043160815,0.16341157,-0.0065642456,0.11267202,-0.29089394,0.032304984,0.070485316,-0.10057313,0.14628966,-0.058413543,0.006233975,0.09027301,0.07999773,-0.09119084,0.007642914,-0.026330588,0.068468265,-0.12773518,-0.08894296,-0.08673888,0.17608346,0.115899004,-0.20235562,0.021775488,-0.008809632,0.05882656,-0.023959741,-0.06732567,-0.17531355,0.089924075,0.13323411,0.19179648,0.106979236,0.10123055,-0.29742134,-0.22598101,0.06812293,-0.09665932,-0.08165549,-0.09656504,-0.14772539,0.09875923,-0.14774495,-0.08550707,0.025262598,-0.121112205,0.11791401,0.045910392,-0.026544439,0.16685419,-0.14525437,0.13657309,-0.05878973,0.13808095,-0.18894601,0.19928211,0.02017929,-0.017572444,-0.15042298,0.136033,-0.04314963,0.015926333,-0.03644423,-0.10063398,-0.12998362,-0.09461951,0.14863579,0.08912965,0.14973329,-0.062900424,-0.0026364014,-0.16460088,0.010055959,-0.06411069,-0.02608945,-0.25228137,-0.08290877,-0.011185618,-0.12717599,0.051304378,0.05987678,0.05359512,0.17771515,0.04334595
CERNA2,0.022562495,-0.04859402,0.15761007,0.049284365,0.020892004,0.2549639,-0.14750966,0.10500779,-0.06037836,-0.04879177,0.07598015,0.07028206,-0.17974938,0.071981125,-0.13198073,-0.00048219966,-0.045963462,-0.11024946,0.07790649,0.13447973,-0.014791152,-0.24166134,0.05495813,-0.051475387,-0.05216381,0.10046509,0.11383212,0.08692923,-0.12837172,-0.10615414,0.030293632,-0.12248173,-0.07804593,-0.04451713,-0.31742653,0.15205829,-0.16560291,0.13424975,-0.0533698,0.06894378,0.036959168,0.041209243,-0.050983734,0.16907175,0.045720086,0.11940069,-0.053850003,-0.13057369,0.05968126,0.059432596,-0.041864786,0.12101663,0.13708015,-0.12557618,0.03514455,0.07304271,0.047594,-0.03066187,-0.08729448,-0.11563751,-0.1919138,-0.07194391,0.04985534,0.20780651,-0.15810584,0.07079253,-0.16509388,0.09592215,0.19834213,0.012002923,0.02454921,0.026682904,0.10492503,0.115379564,-0.005972135,-0.35051882,0.10699263,0.0030935102,-0.010010294,-0.07925638,0.063328765,-0.096297264,-0.083980314,0.09562465,0.03982219,0.13657226,-0.044008143,0.021230988,0.22815754,-0.17964438,0.061385058,0.22355977,-0.008974354,-0.04669687,-0.037086997,0.012937143,-0.13380532,-0.1408426,-0.015393386,-0.13607526,-0.109924555,0.14584437,-0.15193576,-0.06401185,-0.023390211,0.09821162,0.03262647,0.023612248,-0.013062952,-0.14356539,0.0019180833,-0.021386445,-0.17668891,-0.13615853,-0.033211038,-0.033447765,-0.030861944,0.19606538,0.074191995,-0.035998255,0.03416094,0.013098923,-0.027815714,-0.2110569,-0.08528261,0.13417451,0.074857496,-0.21598685
LINC00887,0.20109494,-0.061787263,0.05376465,-0.49112916,-0.026241498,-0.106554605,0.16499893,0.053546406,0.41160396,-0.0692991,-0.09405406,0.3326336,0.026092194,0.361277,0.08255241,-0.08058801,-0.035681896,-0.11318225,0.08891083,0.10800341,0.39341125,-0.11240169,-0.023998898,0.16066284,0.019484444,-0.1598054,-0.12674299,-0.41667652,-0.037171304,-0.12550877,-0.0896502,0.1817179,-0.050971877,0.007719138,-0.24564956,0.10917771,0.28578708,-0.06850656,-0.041147172,0.19721991,-0.06240826,0.27978098,-0.05933884,0.24010122,0.037319694,-0.22962455,-0.04407987,-0.21340577,-0.06800882,-0.080321096,-0.20033613,0.10403147,0.31537098,0.08559651,-0.15533954,-0.042638674,-0.07498294,-0.16512614,-0.08964078,0.05953518,0.08091686,0.25689462,0.22086237,-0.11615243,0.15249512,-0.03890158,-0.0019437091,0.09078698,0.21664813,0.14671752,-0.17882782,0.14312196,0.08745238,0.037455574,0.08304512,0.061185513,0.18502831,-0.017513778,0.089336365,-0.019258684,-0.13981794,-0.038397405,0.12876709,0.063427754,-0.054397378,-0.04680418,-0.05860482,0.2848925,-0.23763879,0.23686984,-0.07150881,0.031161536,-0.018539032,-0.17971344,-0.64747906,0.25231725,0.025191033,0.10568636,0.062262446,0.0840641,-0.11442137,-0.0019776758,-0.4062686,-0.2543847,0.012110253,0.014455314,-0.10586368,-0.23583879,-0.034244355,0.035215057,-0.013863905,0.29141235,0.023247985,-0.19947591,-0.07335798,-0.14997193,0.083296925,-0.13657087,0.6840189,-0.05660729,-0.06473282,-0.06494155,-0.5170192,-0.043411683,-0.16587086,0.10565586,0.056835644,-0.12483084
